,userName,numStar,title,reviewDate,reviewContent,numHelpful,numUnhelpful
1450,Rafael,5,First time switch buyer,7 months ago,Great system. I ply a lot of the old games I loved as a kid and the graphics are great,0,0
1451,Mommy,5,Nintendo switch oled,8 months ago,"My son loves it so far great quality, amazing and friendly service at pick up fast as well",0,1
1452,Odinson7,5,Great,7 months ago,Love the versatility of this console. Love my Pokémon and Mario games.,0,0
1453,Unhappycustomer,5,Upgraded,11 months ago,"Upgrades are in all the right places. You got lan in the dock, longer battery and bigger screen. I'm still waiting on a 4k capable switch, but definitely upgraded.",0,0
1454,Clarkie,5,Nintendo Switch,11 months ago,"Latest and greatest for our in house gamer! So compact, small but a powerhouse. It was sold out everywhere, but Best Buy came thru ahead of Christmas!",0,0
1455,TechJunkie90,5,Must buy!,8 months ago,Wonderful upgrade from the switch lite! Worth every penny!,1,0
1456,Matt,5,Make the switch!,8 months ago,This console is great if you don’t already have a switch. The portable screen is fantastic!,0,0
1457,Thunderbrain,5,Not the upgraded we wer expecting,1 year ago,This new system is great if you enjoy gaming on the go based on the improved screen alone but not really worth it unless this is going to be your first switch or a permanent replacement.,0,0
1458,Qgtor,5,Nintendo switch OLED,7 months ago,Great for keeping kids entertained and now with sports for the whole family,0,0
1459,Amnpa,5,Love it,8 months ago,Upgraded from switch lite - this device is amazing and so easy to take with you everywhere,0,0
1460,Screenprotector,5,Switch OLED,8 months ago,This thing is awesome! I'm so glad I was able to get one just in time for my sons birthday. He loves it.,0,0
1461,Erika,5,Amazing,6 months ago,My kids loved it. Especially because they love Mario bros,0,0
1462,Deesoni,5,Amazing,7 months ago,I love my Nintendo.  I used my points to get it from Best Buy. Saved a lot.,0,0
1463,Bisq15,5,Nintendo switch oled,7 months ago,Great device. Pick up was superb. Could not believe I finally got a device.,0,0
1464,Oralia,4,Switch Oled. Worth it?,5 months ago,"Great console. The only bad thing is the dock, it doesn’t have rubber stoppers on the bottom so it kind of slips. Other than that the console is 100% worth it.",0,0
1465,Elyy,5,Great upgrade!,11 months ago,"The visuals of the games are so much better in this new OLED switch. I own the first switch, the lite switch &amp; now this one &amp; it’s worth the upgrade",0,0
1466,Alianza7,5,Amazing nintendo switch,6 months ago,"My son loved nintendo switch, every day use play super mario",0,0
1467,Rodetotherescue,5,Switch for life,6 months ago,Amazing I love my switch and it goes everywhere with me,0,0
1468,JayS,5,What the original Switch should have been,1 year ago,"Made the appropriate QoL improvements from the previous Switch model, making OG Switch owners feel that this is what the Nintendo Switch should have been from launch in 2017",0,0
1469,Becko,5,Great quality product,8 months ago,Works well and is of great quality. Some many game options and joy sticks work smoothly.,0,0
1470,Bells,5,OLED all the way,11 months ago,Got this for my daughter as her birthday gift. Both my daughter and I have been playing with this Toy since she opened it. The OLED is neat and precise.,0,0
1471,dauntecullpepper,5,handheld mode,8 months ago,good upgrade if you play in a lot in handheld mode. not really worth it if you play mostly docked.,0,0
1472,Tdubya78,5,Console in my hands!,8 months ago,"Great display. Great battery so far. Love the portability, and it looks great at home too.",0,0
1473,alexis1286,5,Amazing!!,1 year ago,"I loved the normal switch, and my family also likes to play so I figured I would purchase a new one to play with them and so far I am loving it! Definitely would recommend it!!",0,0
1474,Danny,5,Good Upgrade,1 year ago,"If you play handheld a lot, you'll notice the difference. If docked, not worth. Kickstand is also WAY better.

If you trade in/sell the old console, it's a good upgrade for less than $100.",0,0
1475,SM2FB,5,What an upgrade,11 months ago,Upgraded from the release day switch and have been pleased with the performance and resolution. Would recommend especially if new to the switch.,0,0
1476,Swan,5,Great buy!,7 months ago,Don't wait to pick up this essential model when it is available.,0,0
1477,Brialm94,5,Switch oled,8 months ago,I have loved it so far. The graphics are better just wish it had Bluetooth capabilities.,0,0
1478,XboxAMG,5,Great device,8 months ago,The Oled takes everything the switch does wrong and makes it right and is worth the extra money,0,0
1479,Alex,5,Nintendo is great.,6 months ago,Works great I love it. My family have a great time playing.,0,0
1480,Chris,5,Great System,9 months ago,Took forever to be back in stock but an amazing system. My kid hasn’t put it down since I brought it home.,0,0
1481,RandomChris,5,Worth the wait,11 months ago,"If you are in the market for a Switch, this is the one to get.  The new screen makes for an entirely different experience while playing handheld.",0,0
1482,Marbin,5,Good,7 months ago,Exelente ver y good great resolution I’m very happy oled is amazing,0,0
1483,CaptainAmeriDad,5,Buy it NOW,7 months ago,Perfect product for children and adults. My kid loves this so much!,0,0
1484,Cheyenne,5,OLED Switch,10 months ago,"In perfect condition. Staff was extremely helpful and kind, especially given it being the holiday season and a short stock on this product",0,0
1485,Switch,5,Switch,8 months ago,It's nice and better then the vision 1 I like how durable it is compared to the first switch,0,0
1486,Luis,5,Worth the upgrade,11 months ago,This model is far better than the older switch the new oled screen is far better and more vivid the other improvements make this worth the upgrade,0,0
1487,FoolsGold,5,Gamer,7 months ago,Easy to follow instructions and durable. This version is bigger an,0,0
1488,Andy,5,Nintendo Switch OLED,9 months ago,We had the 1st Generation Switch and it was just the right time to upgrade to the OLED version. Did NOT disappoint.,0,0
1489,Racergamer,5,Nice upgrade,10 months ago,The new oled display though not much bigger is impressive and gives it a bigger feel. Overall my daughter really likes this newer version,0,0
1490,MovingMan,5,Son likes it.,11 months ago,Im not a gamer but my 12 year old is and he seems to like it. We bought a Microsoft wireless controller and that makes play a lot easier for him.,0,0
1491,Miranda,5,Great upgrades,7 months ago,"Great upgrades from the last version. OLED display, bluetooth connection. Awesome.",0,0
1492,EduChevez,5,I love my switch,6 months ago,Excellent gaming console to enjoy with the family and friends,0,0
1493,Anonymous,5,Great upgrade,9 months ago,Nice upgrade from original switch. Great display and storage upgrade. With the extra $50 for the quality,0,0
1494,MrFujio,5,Excellent update,1 year ago,Excellent update to an already fantastic gaming device. This is certainly worth it if you play in handheld mode most of the time. The screen is making me go back and play games I haven't in years,0,0
1495,McGrath,5,Love!,8 months ago,Love my new OLED Switch! Beautiful screen - a wonderful upgrade to my original Switch!,0,0
1496,Devin,5,Wonderful,9 months ago,It’s a perfect switch. The old screen sucked. The oled I think makes a big difference if you do handheld.,0,0
1497,RTX3070,5,Switch OLED,1 year ago,The Nintendo switch has so many wonderful games. It's the perfect console to play with my friends or even roam and explore the virtual worlds from the magnificent games created,0,0
1498,Rick,5,Switch OLED,11 months ago,Gifted this to a friend for their bday. Love how the screen is much bigger and screen is brighter. Great portable game system. Will always recommend this.,0,0
1499,Tony,5,Nintendo,6 months ago,"Awesome game, love playing on the weekend withy kids",0,0
1500,LuisA,5,Birthday,7 months ago,Bought it for my grand baby she loves it got it got her birthday,0,0
1501,RaineMan,5,Nintendo does it again,6 months ago,Great system for the kids in the house!! A must have,0,0
1502,Coby,5,This is an awesome item!,1 year ago,This is an awesome item! I had the original Switch and the graphics aren’t nearly as good as the are on the Switch OLED! If you can get one I would definitely get it,0,0
1503,Eliana,5,5/5,8 months ago,"I always use my Nintendo, I take it everywhere and often find myself killing hours with it",0,0
1504,Great,5,Great buy,9 months ago,"I love the upgrade, it might not seem like much but there is a great improvement on the previous console",0,0
1505,Juanye,5,Oled,7 months ago,OLED SWITCH IS THE WAY TO GO MY OLDER SWITCH IS COLLECTING DUST,0,0
1506,Vadakye,5,Worth the money,1 year ago,"Absolutely incredible display, well worth the $50 difference in price compared to the base Switch. On top of that, wired ethernet and a stand that is actually usable.",0,0
1507,Puchito,5,Good,6 months ago,The Best Portable Console! I Love it…………………………………..,0,0
1508,MikeG,5,Fantastic,9 months ago,"Bought as a gift for my step son, and wow what an upgrade over the Lite model. Almost want one for myself.",0,0
1509,Blue,5,OLED is great!,1 year ago,"The new version of the Nintendo Switch, OLED Model, is fantastic!  The screen is brighter than the original AND bigger.  Great for on the go gaming for the family.",0,0
1510,Ryne,5,Gorgeous Display,11 months ago,"Stand is so much more stable, speakers crisper, but the star of the show is the screen - truly a high-end looking display despite being 720p.",0,0
1511,Henry,5,Great console,7 months ago,I love Nintendo . It has the best game out on the market right now,0,0
1512,NintendoOLED,5,Nintendo Switch OLED,7 months ago,"I got tired of my kids taking my Switch, so I upgraded.  Worth every penny!",0,0
1513,Pezzy,5,Switch,7 months ago,Bought this switch for my daughter. She lives it. Glad she enjoys it.,0,0
1514,Seamus,5,Great portable gaming.,8 months ago,Works great. Gameplay is awesome. Wish there was more variety on the games but great besides.,0,0
1515,Miamiboi995,5,Nintendo switch oled,7 months ago,"I love it, the ordering was simple and very easy. Very happy",0,0
1516,Louie,5,Huge improvement,7 months ago,This new Nintendo Switch is phenomenal. The OLED display is absolutely gorgeous,0,0
1517,Mexmandy,5,Nice quality,7 months ago,Better and improved from the early model and better graphics,0,0
1518,Aimee,5,Good system,7 months ago,Great system and Best Buy made it super easy to buy online and pick up in store,0,0
1519,Lobito,5,Video games,7 months ago,Great graphics bigger screen than the original good to keep me entertained,0,0
1520,JBello,5,Switch,6 months ago,Product is as described and works exactly how it should,0,0
1521,shanbk,5,Nice game console,8 months ago,Really a very good machine.vibrant bigger and very cool.my daughter really liked it very much,0,0
1522,Frostbite27,5,Awesome Nintendo love the retro gaming,8 months ago,Great oled gaming system from Nintendo love retro games old Nintendo and Super Nintendo,0,0
1523,Patricia,5,Great game,7 months ago,The new switch is great it shows really good it works better then the old one,0,0
1524,Nicole,5,Good upgrade from old one,1 year ago,"Bigger Screen , Better Contrast and better audio  than older version. When in Handheld you’ll see all the differences but when plugged into tv you wouldn’t really see any difference.",0,0
1525,Shadowolf42,5,Love it!!,7 months ago,Great console!! For at home or on the go!! Absolutely love my Nintendo Switch.,0,0
1526,Liza,5,Oled,7 months ago,Happy daughter finally found one!!! Perfect on her birthday,0,0
1527,Switch,5,Perfect for on the go,8 months ago,"Bought this for my wife, she loves it!! Way better than my switch lite. We’ll worth the extra 50$",0,0
1528,Joshuakeys,5,Good,6 months ago,its very good and it has a nice quality of games for yoy.,0,0
1529,Luisel,5,Sw,6 months ago,Super...............................................,0,0
1530,Memita,5,Sule,1 year ago,"I bought this for a birthday gift so I haven’t opened yet. But I have a friend that bought it for her kid, and he loved it. I will be reviewing in December when my daughter gets it.",0,0
1531,Raven0350,5,Worth the extra $50,10 months ago,"I would if you already have a switch sell it and buy this one, totally worth it. Colors are really popping out with the bigger screen.",0,0
1532,Alice,5,Nintendo switch,8 months ago,Love the new Nintendo Switch.   The quality is the best.  Its like your playing on an actual tv.,0,0
1533,Happypurchaser19,5,Great gift!,11 months ago,Best Buy came through on this item when it was almost impossible to find!  Grandson was thrilled to get it for his birthday and is enjoying it so much!,0,0
1534,Markc209,5,Gift,7 months ago,Can’t believe it was so easy to get compare to other store,0,0
1535,JOSH,5,HOLY GRAIL,7 months ago,I have never owened a switch and the price point is on beatable,0,0
1536,Sarahclarkson301,5,Excellent game,1 year ago,My kids love this game. It portable  easy to use. Comes with it own hdmi to connect to tv. I was trying to get a switch game forever finally got one and love it,0,0
1537,Sgphotograph,5,Best nintendo console yet!!,10 months ago,"Best nintendo console out there to date, fast, smooth and portable with a long lasting battery and best Nintendo graphics to date.",0,0
1538,KingHan23,5,Good,9 months ago,"Great, if you already have the non oled one the upgrade is not worth it, if it’s your first Switch I’d say go Swoled",0,0
1539,RealOne87,4,Amazing little machine,11 months ago,My kids love these consoles and I do too! The display is great being OLED it for a mobile gaming unit the gameplay is exceptional. Great for roadtrips or long days at the field. When you take it home there are controllers that can be used like a regular console displayed on your tv. Never had the previous version but im very impressed with the OLED.,0,0
1540,Hansa,5,"Great overall device, and games for everyone",8 months ago,This version of the Nintendo Switch feels like a premium product in comparison to the original.,0,0
1541,Emilio,5,Nice Oled.,7 months ago,Wooo the oled screen give a lot of HD views really liked!!!,0,0
1542,Cristi,5,Birthday Present,8 months ago,Very happy with my purchase! It was a Birthday gift for my daughter she loved it!,0,0
1543,Garbage,4,Nintendo switch,5 months ago,The OLED is a upgrade from the regular one they just have enough games to offer for the price. Aswell the unit does not have a quick response,0,0
1544,AryanAryan,5,Aryan,6 months ago,"Bought  for both my sons birthday, the just love it.",0,0
1545,joeb1,5,Great Family Game System,8 months ago,"My kids love this game system. They only have one game so far, but they can play it for hours.",0,0
1546,AeroRock,5,OLED Switch,8 months ago,The OLED model is by far the best. This was a great Christmas Gift for my nephew.,0,0
1547,GonzaloP,5,Nintendo LED,7 months ago,"Best price found at Best Buy, I purchased it for my kid and he loved it !",0,0
1548,Bigdaddybaugh,5,Great purchase,7 months ago,Love this. Really have fun play with my Nintendo switch. Great buy,0,0
1549,Brian,5,Happy Daughter,11 months ago,This was the highlight of Xmas for my daughter. Took me awhile to find one everything was out of stock and I got lucky. My daughter was so happy,0,0
1550,Kristin,5,Great Quality,8 months ago,Love this console! Easy to use while playing games. The platform is easy to understand.,0,0
1551,Anonymous,5,Upgrade,9 months ago,I purchased this as an upgrade from the first switch and I absolutely love it! Would definitely recommend!,0,0
1552,Bling,5,Nintendo Switch – OLED Model w/ White Joy-Con,8 months ago,The Nintendo Switch – OLED Model w/ White Joy-Con - White is a powerful console.,0,0
1553,Daniel,5,Glad I purchased,9 months ago,Love it. What can I say. The OLED screen makes this better than the Older model. Been a Nintendo fan forever,0,0
1554,Veer,5,Game on the Go,8 months ago,My kid just loved the Nintendo switch and its a been a great product on the go.,0,0
1555,Muppy,5,Needed upgrade,1 year ago,I did not think twice about purchasing this new OLED model because the improvements are very significant. Very glad I bought it and have already been recomending to family and friends,0,0
1556,Cruzman42,5,Oled switch,11 months ago,Thanks for having them instore was so happy i found one before Christmas great job nintendo now i need to work on a ps5 your killing me sony,0,0
1557,Chuckles435,5,Great game,7 months ago,The best switch ever made! I love the quality of the machine,0,0
1558,Switch,5,Gift,7 months ago,Made my grandson extremely happy! Bought it for a 6 yr olds birthday.,0,0
1559,726777,5,Better than last model,7 months ago,"The new Nintendo OLED is awesome, it’s better than the last model",0,0
1560,Dappersons,5,Newness,9 months ago,Great system. Won’t notice the speed difference but bigger screen helps when playing on the go.,0,0
1561,Kyle,5,Blown away!!!,10 months ago,Love it it’s all because of Best Buy Not only was I directed to the right purchase but the team members were fantastic,0,0
1562,Morl,5,Love it,8 months ago,Absolutely awesome product. This is a easy choice to buy over original switch.,0,0
1563,Glenn,5,Great product,10 months ago,My kid loves the new Switch OLED. Would definitely recommend this product to others. Good price point and quality is very good.,0,0
1564,Omar,5,Nintendo switch game system,11 months ago,One of my favorite video game consoles. I was super excited to get my hands on the new OLED switch and so far I love this nintendo switch.,0,0
1565,Erik,5,Christmas was a success,11 months ago,I bought this for my 11 year old for Christmas and he loves it. The black and white version looks way better than the original colors.,0,0
1566,Nicole,5,Love it!,7 months ago,Works great! Exactly what I expected. Would recommend.,0,0
1567,PlayStation,5,Switch,7 months ago,Been looking for a oled switch and they had one in stock thanks,0,0
1568,Tee1318,5,Nintendo switch oled,7 months ago,Excellent product I recommend buying for adults and kids .,0,0
1569,Mike,5,Cool upgrade,11 months ago,Got a preorder here at Best Buy for a friend.  His girlfriend was happy for the early Christmas present and upgrade from the old ome she had.,0,0
1570,Chris,5,Awesome video game system,1 year ago,It’s an awesome system. My son loves it! They have the best selection of child friendly games. I love that it is portable as well as playable on the TV.,0,0
1571,HectorM88,5,Great system,8 months ago,"My kids love it bought 3 switches, and I’m thinking of buying myself one!!!!",0,0
1572,Amanda,5,Switch oled,8 months ago,Switch oled is a great option for the price. Much bigger than previous swith,0,0
1573,Cris,5,Gaming,7 months ago,Got for my 12 year old she loves it loves the traveling perks,0,0
1574,1234,5,Pretty happy with it,1 year ago,"I love the new screen much brighter colors, the stand is amazing and not flimsy like the old model. Overall a slight upgrade but much needed. Hopefully next time it’s 4k",0,0
1575,Vanitas,5,Great product,8 months ago,Really enjoy the OLED. Recommend picking it up even if you have a regular switch,0,0
1576,Jtb46,5,Good update,7 months ago,Like the new screen size and picture quality. Excellent purchase.,0,0
1577,Rocky3755,5,Best Mobile Gaming Expirence,9 months ago,The Nintendo Switch is a must-have for any gamer. The Nintendo exclusives can not be beaten.,0,0
1578,MDawn,5,Love,7 months ago,Love my Nintendo switch love the quality and the variety of games.,0,0
1579,M2k19,5,New Nintendo,10 months ago,I missed playing Nintendo and I finally got it for the family and it was worth it. We play together at least a few times a week,0,0
1580,Dv70,5,Nice!,11 months ago,Best Buy just happened to have one in stock the evening we visited.  Wife wanted one…wife got one.  She loves it!  Happy Wife…Happy life,0,0
1581,Switch,5,Switch,8 months ago,Love it everything was perfect fast shipping to store as well great customer service,0,0
1582,Bando,5,Switch Oled - Five Stars!!!,1 year ago,What a surprise when I saw this was available on Member Monday! Worth every penny! If you want to play Nintendo exclusives anywhere this is a must buy!,0,0
1583,SScott,5,A Welcomed Upgrade to the Original Switch,1 year ago,"Gameplay is much crispier with the addition of an OLED screen. In addition, the stand supplied on the console feels much sturdier than the original.",0,0
1584,Alwaysanapple,5,OLED,11 months ago,My son is extremely happy that I was able to get the very last one in your store for Chanukah. He is absolutely loving it. Well worth the money!,0,0
1585,Gr8Phenom,5,Got one!,1 year ago,Just happen to check Best Buy app and it was available. The OLED screen is awesome when you play as handheld but docking is good obviously the same the the originals.,0,0
1586,Nuke,5,I’m a big kid now,8 months ago,It was only right to get this. I enjoyed the Switch just as much as my kids.,0,0
1587,Oneumao,5,Good,7 months ago,"Much better then to order original, I like that it has even more space",0,0
1588,Wayw,5,Love it!!,9 months ago,Just got mine in just in time…Wayyyy better then the 1st console. Very comfortable and experience system.,0,0
1589,MichaelDee,5,Worthy Upgrade,1 year ago,I had the original switch and if you do mobile gaming the advancement in the screen quality is well worth the purchase along with the ease of using the stand.,0,0
1590,Eddie2591,5,Edna,7 months ago,My daughter loves it. It's just what she was wanting to get.,0,0
1591,wedge,5,good for old eyes,11 months ago,really good upgrade if you play mostly handheld.  So much sharper!  better weight and much better stand!  worth the upgrade for sure!,0,0
1592,Sherri,5,Love at first sight,8 months ago,Apparently it’s 5 star as my grandson is in absolute love with his switch,0,0
1593,Steven,5,Buy it if you can,1 year ago,"This is how a Switch should look like, only $50 more for a lot of improvements such as larger storage, better screen, and a pair of cute white controllers.",0,0
1594,denny1517,5,New oled model is great,10 months ago,Bought for Christmas gift. Had one myself already so was definitely worth the added money for oled model vs last gen switch.,0,0
1595,Great,5,Nice!,7 months ago,I enjoy playing with my grandson on his free time.,0,0
1596,Alex,5,Awesome!,1 year ago,The Nintendo Switch Oled is definitely worth the upgrade if you play handheld mode. Plus the white joycons and dock are so pretty :),2,1
1597,Deez,5,OLED switch,1 year ago,After buying and using the OLED switch I would confirm it’s worth the extra $50 over the regular switch. Especially if your a mainly playing handheld,0,0
1598,transform15,5,Convenient,7 months ago,Very convenient. Can also watch Hulu and YouTube on the go.,0,0
1599,Monafahmy,5,Review,7 months ago,Amazing pixilation and portability I would highly recommend,0,0
1600,JAlex07,5,Love it!,10 months ago,"Better battery life ✅
Better screen ✅
A little bit more screen ✅
It’s really good for an upgraded version of switch!",0,0
1601,Tsunami,5,Oled,7 months ago,Great !!!! Way better than the original… well recommended,0,0
1602,Becky,5,Her game,7 months ago,"My wife is in love with it, I couldn’t ask for noyhing",0,0
1603,Vishwa,4,Kids stuff,3 months ago,Oklahoma is going on the schedule and I can help her out for her birthday and,0,0
1604,Luis82,5,OLED Was in Stock!,1 year ago,"Finally was able to get one at a regular price ,Not the scapler price lol. Ordered it online added to cart and checkout with ease.
Thanks Best Buy.",0,0
1605,nolarecomiendo20,5,Nintendo swiitch,7 months ago,Switch works fine easy to connect and have goos gamed,0,0
1606,TheMissus,5,Switch and Animal Crossing is AWESOME,8 months ago,It's perfect! Awesome! Wonderful! I never thought I would have this much fun,0,0
1607,Pianoman458,5,Best Switch Ever,1 year ago,"I can't believe I just walked into Best Buy and they had this OLED Switch just sitting in the back....I naturally bought it, even though I didn't need it....SCORE",0,0
1608,MyDisplayName,5,Pretty nice Nintendo product,8 months ago,Got that OLED and HDMI so that's the biggest thing compared to previous model,0,0
1609,Mrspokemon,5,Upgrade,8 months ago,Nice upgrade from the last nintendo switch.  10 out of 10 would recommend.,0,0
1610,Tomcat92,5,Switch Oled,8 months ago,Better than regular OLED. The screen is much bigger than it looks from the pictures.,0,0
1611,Dell,5,Switch gets an upgrade!,1 year ago,Great new edition of the Nintendo switch. The screen brings the switch games to a new level. I really enjoy playing on this system a lot more.,0,0
1612,Erin,5,LOVE IT!,7 months ago,Can't believe I waited this long to get another Nintendo!,0,0
1613,Erick,5,Nintendo Switch OLED,10 months ago,Nice upgrade from original model.  The small changes made go a long way.  I would definitely recommend this.,0,0
1614,Pineappleontherocks,5,Nintendo super fan,11 months ago,Love this thing! It goes everyone I need it to go. Trust me on that. The OLED makes a huge difference. You can't go wrong here.,0,0
1615,Swaira,5,Nice,8 months ago,I love it and I say ps5 is better because it's just a couple more dollars,0,0
1616,Dcrose92,4,Upgrade,2 months ago,"Great upgrade from my previous , highly recommended",0,0
1617,AliChaudhry,5,worth buying,8 months ago,Excellent switch device from the Wii days. Eagerly waiting for Nintendo sports.,0,0
1618,tbird7178,5,Kids love it,8 months ago,"Kids love it.  Great to take on the road.  A little pricey, but is worth the cost.",0,0
1619,Mrincredible,5,Mario,11 months ago,Bought this as a family gift for me and my kids to play for Christmas and I love it. The nostalgia of playing Mario is everything,0,0
1620,Good,5,Good,7 months ago,Got this for my brother he love it so much. Love it,0,0
1621,miguel1208,5,good,8 months ago,as always nintendo giving us the best in technology I highly recommend it,0,0
1622,Evie,5,Family friendly,8 months ago,Bought the switch and now i play alone and with my family members!,0,0
1623,Jesse,5,Nintendo switch,10 months ago,Amazing console. Amazing graphics. Would definitely recommend to whoever’s in the market for next gen gaming system.,0,0
1624,Guapo,5,wonderfull,8 months ago,really nice item its easy to play have a really good games battery least long tine,0,0
1625,Anonymous,4,A little bit slow,3 months ago,It's a little bit slow when you use it for Nintendo eShop but it's a good console,0,0
1626,Ona0908,5,Yay,10 months ago,"I know this is a new system, but we love it! I bought it as a gift and the person I gave it to really enjoys it.",0,0
1627,Hawkey,5,OLED System is the best.,9 months ago,OLED Version is excellent. Love the battery life. Black and White model is coooooooool,0,0
1628,PhillipeC,5,Portable and powerful!,1 year ago,This little guy is awesome and the best part is that you don't need to be home to play. You can take it anywhere you want and have fun whenever you feel like it!,0,0
1629,Ironfist,5,Great,7 months ago,Great to play with the family. Also has good games.,0,0
1630,KLr117,5,beautiful,9 months ago,it is a portable and comfortable console to play in the living room of the house or on trips,0,0
1631,DONOTBUY,5,NINTENDO,7 months ago,excelente i highly recommend also make sure to get a case,0,0
1632,Zylo,5,"Bigger, brighter, faster",1 year ago,"The Switch OLED is a solid pieces of machinery, and is highly recommendable if you are still playing off of an aging Gen 1 Nintendo Switch.",0,0
1633,SuzeeQ,5,Switch,7 months ago,Good value.  Easy to use.  Received in a timely manner.,0,0
1634,Audifonos,5,Nintendo swich,8 months ago,Excelente juego le encanta a mi hija por ahora no le a dado problema,0,0
1635,Yournoonesgod,5,Worth the upgrade.,1 year ago,Very gentle on the eyes. If you’re a gamer who likes to have the “best” experience. Then hands down this is an experience for you. OLED technology is pretty impressive.,0,0
1636,Silva,5,Olad switch,8 months ago,Love the new switch longer battery life and the haves look real good,0,0
1637,Doodle,5,What the launch Switch should've been,1 year ago,The glass OLED panel is leaps-and-bounds better than the v1 or v2 Switch. The whole device feels more premium across the board. Impossible to go back to a base Switch now.,0,0
1638,pdang,4,May be the worth the upgrade to some,11 months ago,"The OLED screen is definitely noticeable in both size and quality compared to the older Switch. The ethernet port in the doc is also very nice in downloading games more quickly than wifi.

Not sure if it's worth it for everyone to upgraded if they already have the older Switch, but a nice upgrade if you have the money.",0,0
1639,MusicLover,5,Love Nintendo Throwback Games,10 months ago,Love playing this game. The only downfall is navigating the small controller when not using it in the adapter.,0,0
1640,Ncuzz,5,Must Have,8 months ago,I love my Switch. One of the best consoles for the leisure gamer.,0,0
1641,Ruben,5,Nintendo Switch – OLED Model,8 months ago,"Nintendo Switch – OLED Model w/ White Joy-Con - White
my kid is so happy",0,0
1642,Mike,5,Great Console,10 months ago,This is a great upgrade from the original Nintendo Switch.  I’d recommend it to anyone looking to upgrade.,0,0
1643,Scott,5,Scott,10 months ago,"It is absolutely amazing, a good way to bring the family together. Playing both the classics and the nsxt gen of games",0,0
1644,BrananaPeel,5,Great Upgrade for Handheld Users,1 year ago,"Great looking screen with the OLED. Colors pop and games just look better than the previous generation Switch when played in handheld. I do not use the kick stand very much, but it is much improved for those who use it. This is a great upgrade for anyone with the first generation Switch with its improved battery life. If you already have a Switch and you mainly only play it docked, then you won’t really experience any differences.",1,0
1645,iDieux,3,Joycon Drift,1 year ago,"Geez it happened to me again :(. I buy a new switch console and the controller begins to drift. I read an article saying they had tweaked the joycons a bit which made me go for the new Switch model. But honestly, they are the same thing!! This problem with Nintendo has really deteriorated me from them, increasing prices for their online while their services are down horrible and their consoles, although brand new, still seem to have joycon drift!!? It’s unacceptable.",6,1
1646,viaz,5,Only Good for Handheld Users.,10 months ago,"It is the same switch. Only get it if you will use it in handheld mode, not worth the upgrade otherwise.",0,0
1647,Ronald,5,Best console for kids,1 year ago,The switch console is the best thing available for the kids. They love all the Mario games and the resolution upgrade on the oled is amazing!,0,0
1648,Avery,5,Buy this,8 months ago,So happy with everything about this and the size of the tablet is an added bonus,0,0
1649,Spankmyers,5,Must HAVE!!!,8 months ago,My first nintendo switch and this is an awesome console with a large LED screen.,0,0
1650,fuertej,5,Christmas Present,1 year ago,this is my daughter's Christmas present I had good luck and I found one at the store. My daughter is going to be really happy for this holidays.,0,0
1651,Koobo,5,A little goes a long way,1 year ago,"A must have if you’re a first gen switch owner. The size is only slightly larger, but pair it with the new oled screen and it becomes a significant improvement!",0,0
1652,Trusheim1,5,Gift,9 months ago,Bought for my son who had the original switch. It took awhile to obtain but worth it,0,0
1653,TopChrisH,5,Amazing,10 months ago,I didn’t think the OLED would make a difference but it certainly does. Switch games have never look this good,0,0
1654,Spillz,5,Kids &amp; Gaming,10 months ago,Kids love it! Was a perfect gift for the holidays. I would recommend this for anyone with kids that enjoy gaming!,0,0
1655,Smiley,5,I love it-,11 months ago,"It’s perfect just what I needed for my son!
I totally recommend buying at Best Buy good quality and fast customer service.",0,0
1656,Chase,5,Great game console,11 months ago,Exceptional little game console. Keeps me occupied playing games for hours and hours upon hours. Switch is the Way to go!,0,0
1657,Ryan,5,Great buy...for any ages!,7 months ago,Love it!! Playing MLB The Show on the go is the best!,0,0
1658,Phast,5,Kids love it,11 months ago,My kids love it. I will watch them a bit if they play while connected to the tv but have never actually played with it.,0,0
1659,Osito,5,Nintendo switch,10 months ago,Great product!! My son is very happy I recommend this product just don’t forget to get a case and screen protector.,0,0
1660,JCARD,5,Stay connected,9 months ago,"Great product, bought 3 for the kids so they can stay connected though games..They love them!!!",0,0
1661,Awesome,5,Awesome,10 months ago,"This is an awesome gaming console, I have bought several nintendo game consoles and by far this is the best one.",0,0
1662,Matt,5,Nice,7 months ago,Love it...........................................,0,0
1663,Jeff,5,Great improvement,1 year ago,"I already have the original switch, but since my kids take over the TV I have to use it on handheld mode. There is where the OLED shines. Great imaging.",0,0
1664,Kirb,5,Would recommend buying,9 months ago,I updated from the original switch to the Oled. So far its been a big improvement.,0,0
1665,Homefacman,5,Nintendo Switch OLED,1 year ago,EZY-Pezy in ordering.. followed by an easy pick up process. Plus it’s the hard to get (mew) switch. Get it at Best Buy people. You won’t be sorry!!!,0,0
1666,Meloandres,5,Oled version,11 months ago,"I love my Nintendo Switch, I come from the old version and this is amazing, battery more longer and the screen súper cool.",0,0
1667,KingofGames,5,Always go big D. !!!,1 year ago,Always go big Dimensions. KEK. - I own every switch variant. This is by far the best one &amp; wroth the money. Also good for BestBuy they always deliver on what you order.,0,0
1668,Good,5,Amazing Console,10 months ago,"It's amazing!!!
I love the new 7"" OLED display. The speaker sound better and the battery life is really good.",0,0
